thz_2,690.5,260,499,thz_1,[-90]
thz_3,690.5,260,392.5,thz_2,[-90]
thz_4,690.5,233,392.5,thz_3,[-90]
terahertz,690.5,233,376,thz_4,[-90]
thz_lift,680,233,377.5,terahertz,[-90]
thz_pick,691.75,233,377.5,thz_lift,[-90]
